pool,x_centre,slope_median,slope_q25,slope_q75,n_blocks_fitted
30bp_WETH_USDC,0.15,-2.3326683173601586,-5.920965959248236,-1.0176572010267275,1641
30bp_WETH_USDC,0.16,-2.5560061762993573,-6.264824373354411,-0.9874211839768803,1641
30bp_WETH_USDC,0.17,-2.7584968427980376,-7.340420325295836,-1.0090545971936078,1641
30bp_WETH_USDC,0.18,-2.6742687671958705,-8.11223918883721,-1.1527435336863057,1641
30bp_WETH_USDC,0.19,-2.598355110894447,-6.995945554385536,-1.1704720622603664,1641
30bp_WETH_USDC,0.2,-2.5886150157832986,-6.605551065683104,-1.2369727662121779,1641
30bp_WETH_USDC,0.21,-2.577597147652053,-6.42634701510456,-1.1468603061396414,1641
30bp_WETH_USDC,0.22,-2.4982653482198613,-6.311439718448447,-0.9763745913761035,1641
30bp_WETH_USDC,0.23,-2.4522083500389216,-5.7931327630420135,-0.9239145103097234,1641
30bp_WETH_USDC,0.24,-2.4946642952555678,-5.399034428171917,-1.100801295493696,1641
30bp_WETH_USDC,0.25,-2.446448942615141,-4.5205296278871065,-1.1112763632864793,1641
30bp_WETH_USDC,0.26,-2.5092159418120032,-4.367987899930655,-1.3770454691461371,1641
30bp_WETH_USDC,0.27,-2.625418033703234,-4.44551545909131,-1.4412751402709922,1641
30bp_WETH_USDC,0.28,-2.7770942143546598,-5.791096181315949,-1.5154499724043105,1641
30bp_WETH_USDC,0.29,-2.7810885682695843,-5.692911021405593,-1.5257872775323897,1641
30bp_WETH_USDC,0.3,-2.8626989776615566,-5.624432014349117,-1.6226199022994685,1641
30bp_WETH_USDC,0.31,-2.8737583735790944,-5.098420237453037,-1.6479931810737811,1641
30bp_WETH_USDC,0.32,-2.6722546079144793,-5.102568778208294,-1.6722067971358612,1641
30bp_WETH_USDC,0.33,-2.7245369320073745,-5.068736703380808,-1.605592113145999,1641
30bp_WETH_USDC,0.34,-2.7122688351916753,-4.893949266202521,-1.6222525433418753,1641
30bp_WETH_USDC,0.35,-2.5964909153640643,-3.9219583166968626,-1.4648260933828372,1641
30bp_WETH_USDC,0.36,-2.415657138660814,-3.7736114463291703,-1.4036755998029171,1641
30bp_WETH_USDC,0.37,-2.385116657117112,-3.84504333292485,-1.3986066834392072,1641
