pool,block_number,slope,beta_shape,r2
5bp_WETH_USDC,21685463,-0.8733822740006553,0.43669113700032763,0.04618857505756069
5bp_WETH_USDC,21687863,-0.8338750017782071,0.41693750088910353,0.04260552355619551
5bp_WETH_USDC,21690263,-0.8020100447816982,0.4010050223908491,0.03994946680739875
5bp_WETH_USDC,21692663,-0.7600516098395452,0.3800258049197726,0.03655142337130912
5bp_WETH_USDC,21695063,-0.7714124357129168,0.3857062178564584,0.03545387635476949
5bp_WETH_USDC,21697463,-0.7883533388950748,0.3941766694475374,0.03683468487478736
5bp_WETH_USDC,21699863,-1.0154306588903703,0.5077153294451852,0.05616616239218031
5bp_WETH_USDC,21702263,-0.9945200807542686,0.4972600403771343,0.05431273016852334
5bp_WETH_USDC,21704663,-0.9663185997512584,0.4831592998756292,0.05172885206547184
5bp_WETH_USDC,21707063,-0.9551597849319025,0.47757989246595123,0.05121829738119277
5bp_WETH_USDC,21709463,-0.9988050667751563,0.4994025333875782,0.05525861246349173
5bp_WETH_USDC,21711863,-1.018509194485406,0.509254597242703,0.05702749575449373
5bp_WETH_USDC,21714263,-1.015713797703954,0.507856898851977,0.05638122514857691
5bp_WETH_USDC,21716663,-1.103894233986647,0.5519471169933235,0.06740507245769956
5bp_WETH_USDC,21719063,-1.110747606035649,0.5553738030178245,0.06916344897993087
5bp_WETH_USDC,21721463,-1.0974839594754917,0.5487419797377459,0.06784594719187731
5bp_WETH_USDC,21723863,-1.1138486642340109,0.5569243321170054,0.06966287343021893
5bp_WETH_USDC,21726263,-1.0246669514548996,0.5123334757274498,0.0604657859967338
5bp_WETH_USDC,21728663,-1.131915822104878,0.565957911052439,0.0719090055474495
5bp_WETH_USDC,21731063,-1.1027738368390496,0.5513869184195248,0.06902945155879159
5bp_WETH_USDC,21733463,-1.1449594399756609,0.5724797199878304,0.07389236077643446
5bp_WETH_USDC,21735863,-1.1172434589510771,0.5586217294755386,0.0709164650659374
5bp_WETH_USDC,21738263,-1.082584867342971,0.5412924336714855,0.06757800813001114
5bp_WETH_USDC,21740663,-1.0919639724877892,0.5459819862438946,0.06912224512575948
5bp_WETH_USDC,21743063,-1.0844483924621153,0.5422241962310577,0.06812633745751917
5bp_WETH_USDC,21745463,-1.0167338291093553,0.5083669145546776,0.06188819039997795
5bp_WETH_USDC,21747863,-1.038517631001815,0.5192588155009075,0.06276738283023042
5bp_WETH_USDC,21750263,-1.0734740649920642,0.5367370324960321,0.06704688415801685
5bp_WETH_USDC,21752663,-1.0928012187409235,0.5464006093704618,0.06828589003295382
5bp_WETH_USDC,21755063,-1.1499020899004466,0.5749510449502233,0.07395148017826092
5bp_WETH_USDC,21757463,-1.0854137028943367,0.5427068514471683,0.06767298005772537
5bp_WETH_USDC,21759863,-1.0695295246551104,0.5347647623275552,0.06589633751465662
5bp_WETH_USDC,21762263,-0.5995776489001593,0.29978882445007965,0.0246518910249216
5bp_WETH_USDC,21764663,0.9478466919879834,-0.4739233459939917,0.07587845103761659
5bp_WETH_USDC,21767063,0.20287074224095844,-0.10143537112047922,0.004792651259446057
5bp_WETH_USDC,21769463,-0.9079092789156085,0.45395463945780423,0.11417695438627706
5bp_WETH_USDC,21771863,0.009771306811903328,-0.004885653405951664,1.2674368479625997e-05
5bp_WETH_USDC,21774263,-0.6750004258306341,0.33750021291531707,0.07140285848460215
5bp_WETH_USDC,21776663,0.004078912354188724,-0.002039456177094362,2.1999150510154664e-06
5bp_WETH_USDC,21779063,-0.41406116609625493,0.20703058304812746,0.02490506065495146
5bp_WETH_USDC,21781463,-0.16495075165621187,0.08247537582810593,0.0037308490812608675
5bp_WETH_USDC,21783863,-0.5774780951264221,0.28873904756321106,0.050725024257743834
5bp_WETH_USDC,21786263,-0.793779018092224,0.396889509046112,0.08988373782345627
5bp_WETH_USDC,21788663,0.1659640664052654,-0.0829820332026327,0.003072224265378898
5bp_WETH_USDC,21791063,0.2267165516525724,-0.1133582758262862,0.0066912518579349545
5bp_WETH_USDC,21793463,0.11098566583062147,-0.055492832915310736,0.0016871105805111863
5bp_WETH_USDC,21795863,0.22829147586728335,-0.11414573793364167,0.00676853042804948
5bp_WETH_USDC,21798263,0.5744446273974615,-0.28722231369873075,0.04058887445687709
5bp_WETH_USDC,21800663,0.8727937022592975,-0.43639685112964877,0.08465980525205519
5bp_WETH_USDC,21803063,0.898024091775358,-0.449012045887679,0.08978072731457032
5bp_WETH_USDC,21805463,0.7453409912226093,-0.37267049561130466,0.0627584606724132
5bp_WETH_USDC,21807863,0.4491955518995233,-0.22459777594976166,0.025823756833711187
5bp_WETH_USDC,21810263,0.5172798958607877,-0.25863994793039385,0.03321711189002674
5bp_WETH_USDC,21812663,0.6192555105565404,-0.3096277552782702,0.04556190898327184
5bp_WETH_USDC,21815063,0.7102668687171668,-0.3551334343585834,0.054547438038812346
5bp_WETH_USDC,21817463,0.5721566465090242,-0.2860783232545121,0.0373124955550167
5bp_WETH_USDC,21819863,0.21398271154746704,-0.10699135577373352,0.006072458013803073
5bp_WETH_USDC,21822263,0.1859053608112723,-0.09295268040563615,0.004641319333730132
5bp_WETH_USDC,21824663,0.7809650982635044,-0.3904825491317522,0.06429560916468657
5bp_WETH_USDC,21827063,1.0640361496288884,-0.5320180748144442,0.10603908844446008
5bp_WETH_USDC,21829463,0.376890664053008,-0.188445332026504,0.012699407764513615
5bp_WETH_USDC,21831863,-0.019139091419327625,0.009569545709663813,3.607066823263505e-05
5bp_WETH_USDC,21834263,-0.9351572586622802,0.4675786293311401,0.09916899963320847
5bp_WETH_USDC,21836663,-0.31709028355543334,0.15854514177771667,0.010739011317318248
5bp_WETH_USDC,21839063,0.02598358404803261,-0.012991792024016305,7.192671832301212e-05
5bp_WETH_USDC,21841463,-0.3109430599420791,0.15547152997103955,0.01058098619900516
5bp_WETH_USDC,21843863,-0.6502660746201501,0.32513303731007503,0.045893163635193135
5bp_WETH_USDC,21846263,-1.0821703956354953,0.5410851978177477,0.12981371144934073
5bp_WETH_USDC,21848663,-0.8033843544646999,0.40169217723234996,0.07095203392034766
5bp_WETH_USDC,21851063,-0.611998003242827,0.3059990016214135,0.040581328726695065
5bp_WETH_USDC,21853463,0.059585948712952794,-0.029792974356476397,0.0004376720961031255
5bp_WETH_USDC,21855863,-0.06826600505781047,0.034133002528905235,0.0005930271190923708
5bp_WETH_USDC,21858263,-0.10915199540533181,0.054575997702665906,0.0015367803903298949
5bp_WETH_USDC,21860663,0.06763054865017445,-0.03381527432508723,0.000571509070799503
5bp_WETH_USDC,21863063,0.10379175188004316,-0.05189587594002158,0.001333609775524991
